0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
12,2
11,3
16,3
12,4
16,4
15,4
15,4
15,4
24,4
21,5
27,5
21,6
24,5
27,5
25,5
25,5
27,5
25,5
26,5
23,5
25,5
25,5
27,5
31,5
31,5
30,5
33,5
33,5
35,5
33,5
33,5
32,5
32,5
33,5
32,5
35,5
36,5
33,5
35,5
34,5
31,5
33,5
33,5
36,5
33,5
36,5
35,5
36,5
34,5
34,5
32,5
33,5
37,5
32,5
27,4
26,3
33,3
21,4
24,3
29,3
21,4
23,3
29,3
22,4
23,3
29,3
21,4
16,3
13,2
15,2
15,2
16,2
15,2
15,2
15,2
15,2
16,2
15,2
15,2
16,2
15,2
15,2
15,2
15,2
16,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
16,2
14,2
15,2
15,2
15,2
15,2
15,2
16,2
15,2
15,2
16,2
15,2
16,2
15,2
15,2
15,2
15,2
15,2
15,2
14,2
12,2
12,2
14,2
13,2
14,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
16,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
16,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
14,2
15,2
13,2
16,2
14,2
14,2
15,2
15,2
14,2
14,2
15,2
16,2
16,2
16,2
16,2
15,2
16,2
16,2
15,2
